syscall_type
read
read
read
read
read
read
read
read
read
read
read
close
close
open
open
read
read
brk
brk
brk
brk
read
read
read
close
close
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
brk
brk
brk
brk
read
read
read
brk
brk
brk
brk
read
read
read
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
brk
brk
brk
brk
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
brk
brk
brk
brk
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
brk
brk
brk
brk
read
read
read
read
brk
brk
brk
brk
brk
brk
brk
brk
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
getdents
getdents
open
open
read
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
brk
brk
brk
brk
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
brk
brk
brk
brk
read
read
read
read
read
close
close
open
open
read
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
read
read
read
close
close
open
open
read
read
brk
brk
brk
brk
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
read
read
read
read
close
close
open
open
read
brk
brk
brk
brk
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
read
close
close
open
open
read
read
read
read
close
close
getdents
getdents
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
open
open
read
read
read
close
close
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
getdents
getdents
close
close
openat
openat
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
getdents
close
close
futex
futex
read
fstat
mmap
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
open
open
read
read
read
read
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
stat
stat
getcwd
getcwd
open
open
fstat
fstat
mmap
mmap
close
close
open
open
fstat
fstat
mmap
mmap
close
close
futex
futex
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
brk
brk
brk
brk
read
read
read
read
lseek
lseek
read
read
read
read
brk
brk
brk
brk
brk
brk
brk
brk
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
brk
brk
brk
brk
read
read
close
close
stat
stat
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
close
close
stat
stat
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
brk
brk
brk
brk
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
stat
stat
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
stat
stat
open
open
read
read
read
read
lseek
lseek
read
read
read
read
close
close
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
open
open
fstat
fstat
fstat
fstat
mmap
read
read
lseek
lseek
read
read
close
close
munmap
munmap
access
read
fstat
mmap
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
mmap
fstat
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
fstat
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
read
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
read
fstat
mmap
mprotect
mprotect
mmap
close
mprotect
mprotect
mprotect
mprotect
access
access
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
stat
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
mprotect
open
open
fstat
fstat
mmap
read
read
stat
read
read
close
close
munmap
munmap
access
access
open
access
brk
brk
brk
brk
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
getuid
getuid
socket
socket
connect
close
close
socket
socket
connect
close
close
open
open
fstat
fstat
mmap
read
read
read
read
close
close
munmap
munmap
read
close
read
fstat
mmap
mprotect
mprotect
mmap
mmap
close
access
mprotect
mprotect
munmap
munmap
open
open
fstat
fstat
mmap
read
read
close
close
munmap
munmap
open
open
fstat
fstat
mmap
read
read
stat
read
read
read
read
read
read
read
read
read
read
read
read
read
read
close
close
munmap
munmap
open
getcwd
getcwd
open
getcwd
getcwd
access
access
access
access
access
access
access
access
access
access
access
access
access
access
access
access
access
stat
stat
brk
brk
brk
brk
stat
stat
stat
open
open
unlink
unlink
fcntl
fcntl
fstat
fstat
mmap
write
write
lseek
lseek
brk
brk
brk
brk
lseek
lseek
read
read
close
close
munmap
munmap
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
brk
stat
stat
open
open
unlink
unlink
fcntl
fcntl
fstat
fstat
mmap
brk
brk
brk
brk
write
write
lseek
lseek
read
read
close
close
munmap
munmap
stat
stat
open
open
unlink
unlink
fcntl
fcntl
fstat
fstat
mmap
write
write
lseek
lseek
read
read
close
close
munmap
munmap
stat
stat
open
open
unlink
unlink
fcntl
fcntl
fstat
fstat
mmap
write
write
lseek
lseek
read
read
close
close
munmap
munmap
getcwd
getcwd
access
access
stat
stat
stat
stat
open
open
unlink
unlink
fcntl
fcntl
fstat
fstat
mmap
write
write
lseek
lseek
read
read
stat
stat
open
open
open
stat
stat
stat
stat
stat
stat
access
fstat
fstat
mmap
read
read
lseek
lseek
read
read
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
read
read
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
lseek
